MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Ireland (IE),Generation - Solar  [MW] Intraday / Ireland (IE),Generation - Solar  [MW] Current / Ireland (IE),Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Offshore  [MW] Intraday / Ireland (IE),Generation - Wind Offshore  [MW] Current / Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)
19.09.2022 23:00 - 20.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 00:00 - 20.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 01:00 - 20.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 02:00 - 20.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 03:00 - 20.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 04:00 - 20.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 05:00 - 20.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 06:00 - 20.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 07:00 - 20.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 08:00 - 20.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 09:00 - 20.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 10:00 - 20.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 11:00 - 20.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 12:00 - 20.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 13:00 - 20.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 14:00 - 20.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 15:00 - 20.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 16:00 - 20.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 17:00 - 20.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 18:00 - 20.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 19:00 - 20.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 20:00 - 20.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 21:00 - 20.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 22:00 - 20.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
20.09.2022 23:00 - 21.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 00:00 - 21.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 01:00 - 21.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 02:00 - 21.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 03:00 - 21.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 04:00 - 21.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 05:00 - 21.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 06:00 - 21.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 07:00 - 21.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 08:00 - 21.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 09:00 - 21.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 10:00 - 21.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 11:00 - 21.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 12:00 - 21.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 13:00 - 21.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 14:00 - 21.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 15:00 - 21.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 16:00 - 21.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 17:00 - 21.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 18:00 - 21.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 19:00 - 21.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 20:00 - 21.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 21:00 - 21.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 22:00 - 21.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
21.09.2022 23:00 - 22.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 00:00 - 22.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 01:00 - 22.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 02:00 - 22.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 03:00 - 22.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 04:00 - 22.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 05:00 - 22.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 06:00 - 22.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 07:00 - 22.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 08:00 - 22.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 09:00 - 22.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 10:00 - 22.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 11:00 - 22.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 12:00 - 22.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 13:00 - 22.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 14:00 - 22.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 15:00 - 22.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 16:00 - 22.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 17:00 - 22.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 18:00 - 22.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 19:00 - 22.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 20:00 - 22.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 21:00 - 22.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 22:00 - 22.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
22.09.2022 23:00 - 23.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 00:00 - 23.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 01:00 - 23.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 02:00 - 23.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 03:00 - 23.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 04:00 - 23.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 05:00 - 23.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 06:00 - 23.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 07:00 - 23.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 08:00 - 23.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 09:00 - 23.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 10:00 - 23.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 11:00 - 23.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 12:00 - 23.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 13:00 - 23.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 14:00 - 23.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 15:00 - 23.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 16:00 - 23.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 17:00 - 23.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 18:00 - 23.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 19:00 - 23.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 20:00 - 23.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 21:00 - 23.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 22:00 - 23.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
23.09.2022 23:00 - 24.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 00:00 - 24.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 01:00 - 24.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 02:00 - 24.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 03:00 - 24.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 04:00 - 24.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 05:00 - 24.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 06:00 - 24.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 07:00 - 24.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 08:00 - 24.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 09:00 - 24.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 10:00 - 24.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 11:00 - 24.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 12:00 - 24.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 13:00 - 24.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 14:00 - 24.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 15:00 - 24.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 16:00 - 24.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 17:00 - 24.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 18:00 - 24.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 19:00 - 24.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 20:00 - 24.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 21:00 - 24.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 22:00 - 24.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
24.09.2022 23:00 - 25.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 00:00 - 25.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 01:00 - 25.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 02:00 - 25.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 03:00 - 25.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 04:00 - 25.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 05:00 - 25.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 06:00 - 25.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 07:00 - 25.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 08:00 - 25.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 09:00 - 25.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 10:00 - 25.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 11:00 - 25.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 12:00 - 25.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 13:00 - 25.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 14:00 - 25.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 15:00 - 25.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 16:00 - 25.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 17:00 - 25.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 18:00 - 25.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 19:00 - 25.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 20:00 - 25.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 21:00 - 25.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 22:00 - 25.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
25.09.2022 23:00 - 26.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 00:00 - 26.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 01:00 - 26.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 02:00 - 26.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 03:00 - 26.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 04:00 - 26.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 05:00 - 26.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 06:00 - 26.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 07:00 - 26.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 08:00 - 26.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 09:00 - 26.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 10:00 - 26.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 11:00 - 26.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 12:00 - 26.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 13:00 - 26.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 14:00 - 26.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 15:00 - 26.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 16:00 - 26.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 17:00 - 26.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 18:00 - 26.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 19:00 - 26.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 20:00 - 26.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 21:00 - 26.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 22:00 - 26.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
26.09.2022 23:00 - 27.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 00:00 - 27.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 01:00 - 27.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 02:00 - 27.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 03:00 - 27.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 04:00 - 27.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 05:00 - 27.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 06:00 - 27.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 07:00 - 27.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 08:00 - 27.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 09:00 - 27.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 10:00 - 27.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 11:00 - 27.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 12:00 - 27.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 13:00 - 27.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 14:00 - 27.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 15:00 - 27.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 16:00 - 27.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 17:00 - 27.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 18:00 - 27.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 19:00 - 27.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 20:00 - 27.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 21:00 - 27.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 22:00 - 27.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
27.09.2022 23:00 - 28.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 00:00 - 28.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 01:00 - 28.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 02:00 - 28.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 03:00 - 28.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 04:00 - 28.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 05:00 - 28.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 06:00 - 28.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 07:00 - 28.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 08:00 - 28.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 09:00 - 28.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 10:00 - 28.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 11:00 - 28.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 12:00 - 28.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 13:00 - 28.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 14:00 - 28.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 15:00 - 28.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 16:00 - 28.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 17:00 - 28.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 18:00 - 28.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 19:00 - 28.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 20:00 - 28.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 21:00 - 28.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 22:00 - 28.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
28.09.2022 23:00 - 29.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 00:00 - 29.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 01:00 - 29.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 02:00 - 29.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 03:00 - 29.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 04:00 - 29.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 05:00 - 29.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 06:00 - 29.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 07:00 - 29.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 08:00 - 29.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 09:00 - 29.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
29.09.2022 10:00 - 29.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
